
Sunspot Observations by Barnaba Oriani (1778 – 1779)

Original source: J.M. Nogales, V.M.S. Carrasco, R. Arlt, F. Domínguez-Castro, J.M. Vaquero, : 2020, Solar Physics.

FIRST COLUMN - year of the observation
SECOND COLUMN - month of the observation
THIRD COLUMN - day of the observation
FOURTH COLUMN - code of each sunspots
FIFTH COLUMN - heliographic latitude of each sunspot
SIXTH COLUMN - Carrington longitude of each sunspot
SEVENTH COLUMN - heliographic longitude of each sunspot with respect to central meridian


YEAR	MONTH	DAY	SUNSPOT	LAT	CAR-LON	LON
1779	1	22	10	21.91	198.34	-26.63
1779	1	23	1	-24.33	155.41	-56.37
1779	1	23	2	-11.14	160.69	-51.09
1779	1	23	3	-8.40	149.94	-61.84
1779	1	23	9	-11.02	216.11	4.33
1779	1	23	6	-17.35	293.65	81.87
1779	1	23	7	-20.02	278.00	66.22
1779	1	23	8.3	20.93	226.29	14.51
1779	1	23	8.2	18.21	235.89	24.11
1779	1	23	10	22.30	197.63	-14.15
1779	1	24	1	-24.07	155.62	-42.99
1779	1	24	2	-10.82	161.46	-37.14
1779	1	24	3	-7.68	151.17	-47.44
1779	1	24	9	-10.64	215.65	17.05
1779	1	24	7	-20.06	275.78	77.18
1779	1	24	8.3	21.03	225.42	26.82
1779	1	24	8.2	18.18	235.56	36.96
1779	1	24	10	22.01	196.95	-1.65
1779	1	25	1	-24.22	153.65	-31.81
1779	1	25	2	-10.98	160.16	-25.30
1779	1	25	3	-8.28	151.17	-34.29
1779	1	25	4	18.15	110.81	-74.65
1779	1	25	9	-10.78	216.01	30.55
1779	1	25	5	-33.72	106.97	-78.49
1779	1	25	8.3	21.26	224.75	39.29
1779	1	25	8.2	18.20	235.19	49.73
1779	1	25	10	22.21	195.96	10.50
1779	1	26	1	-24.10	153.86	-18.45
1779	1	26	2	-11.16	161.39	-10.92
1779	1	26	3	0.28	196.80	24.49
1779	1	26	4.2	17.59	111.33	-60.98
1779	1	26	4	16.25	109.49	-62.82
1779	1	26	9	-10.68	216.26	43.95
1779	1	26	5	-33.76	107.63	-64.68
1779	1	26	8.2	18.42	235.59	63.28
1779	1	26	10	22.03	195.75	23.44
1779	1	27	1	-24.59	153.28	-5.68
1779	1	27	2	-12.27	160.73	1.77
1779	1	27	3	-8.20	152.13	-6.83
1779	1	27	4.3	17.99	102.87	-56.09
1779	1	27	4.2	17.64	110.86	-48.10
1779	1	27	4	16.47	107.19	-51.77
1779	1	27	5	-34.68	107.88	-51.08
1779	1	27	6	41.35	136.48	-22.48
1779	1	28	1	-24.39	152.90	6.95
1779	1	28	2	-12.20	161.46	15.51
1779	1	28	3	-7.96	152.91	6.96
1779	1	28	4.3	18.41	105.10	-40.85
1779	1	28	4.2	17.37	110.07	-35.88
1779	1	28	4	16.97	108.08	-37.87
1779	1	28	5	-33.68	111.32	-34.62
1779	1	28	4	41.82	139.35	-6.60
1779	1	29	1	-23.73	152.37	19.79
1779	1	29	2	-12.15	160.95	28.38
1779	1	29	3	-7.76	153.47	20.90
1779	1	29	4.3	18.27	101.06	-31.51
1779	1	29	4	16.78	105.68	-26.90
1779	1	29	4.2	-	-	-
1779	1	29	5	-33.89	107.74	-24.84
1779	1	29	6	42.88	138.94	6.36
1779	1	29	7	-16.27	86.77	-45.81
1779	1	30	1	-23.77	152.16	32.54
1779	1	30	2	-11.96	161.10	41.48
1779	1	30	3	-7.72	152.84	33.22
1779	1	30	4.2	18.79	109.92	-9.70
1779	1	30	5	-34.04	106.38	-13.24
1779	1	30	6	42.44	137.29	17.67
1779	1	30	7	-15.88	86.20	-33.42
1779	1	30	7.3	-20.43	43.89	-75.73
1779	1	30	7.2	-22.15	46.12	-73.50
1779	1	31	1	-23.71	151.90	45.52
1779	1	31	2	-12.08	159.71	53.33
1779	1	31	3	-8.02	152.29	45.91
1779	1	31	5	-34.21	106.32	-0.06
1779	1	31	7	-16.08	85.22	-21.16
1779	1	31	7.2	-22.28	44.80	-61.58
1779	1	31	8	-29.81	71.17	-35.21
1779	2	1	1	-23.83	152.55	59.34
1779	2	1	2	-11.88	163.19	69.98
1779	2	1	3	-7.90	152.66	59.45
1779	2	1	4.2	18.55	111.56	18.35
1779	2	1	9	16.05	28.95	-64.26
1779	2	1	9.2	14.12	16.83	-76.38
1779	2	1	9.3	10.73	15.74	-77.47
1779	2	1	5	-34.55	106.51	13.30
1779	2	1	7.2	-22.22	46.11	-47.10
1779	2	1	7	-	-	-
1779	2	1	8	-30.20	71.71	-21.51
1779	2	2	1	-23.19	153.30	73.23
1779	2	2	3	-8.06	152.74	72.67
1779	2	2	4.2	18.30	111.50	31.43
1779	2	2	9	16.18	26.85	-53.22
1779	2	2	9.2	14.59	13.73	-66.34
1779	2	2	9.3	11.25	12.82	-67.25
1779	2	2	5	-34.27	105.08	25.01
1779	2	2	7.2	-22.24	45.63	-34.44
1779	2	2	8	-30.33	70.74	-9.33
1779	2	2	10	-7.57	0.19	-79.88
1779	2	3	6.2	17.59	111.48	44.58
1779	2	3	9	15.61	26.98	-39.93
1779	2	3	9.2	14.31	12.83	-54.07
1779	2	3	9.3	11.21	12.50	-54.40
1779	2	3	5	-34.41	104.33	37.42
1779	2	3	7.2	-22.31	45.76	-21.15
1779	2	3	10	-7.39	1.13	-65.78
1779	2	4	4.2	17.91	111.74	58.01
1779	2	4	9.2	14.58	12.14	-41.59
1779	2	4	9	15.43	26.46	-27.26
1779	2	4	9.3	11.21	12.03	-41.70
1779	2	4	5	-34.85	103.63	49.91
1779	2	4	7.2	-22.13	45.49	-8.24
1779	2	4	10	-7.59	0.88	-52.85
1779	2	6	1	20.24	314.71	-72.66
1779	2	6	1.2	18.87	314.09	-73.29
1779	2	6	1.3	13.68	315.15	-72.22
1779	2	6	2	-12.29	319.89	-67.48
1779	2	6	2.2	-20.44	317.33	-70.04
1779	2	6	3	-11.30	314.57	-72.80
1779	2	6	9.2	14.87	12.59	-14.78
1779	2	6	9	15.69	26.78	-0.59
1779	2	6	9.3	11.50	12.67	-14.70
1779	2	6	5	-34.54	101.81	74.44
1779	2	6	7.2	-21.99	47.37	20.00
1779	2	6	10	-7.29	1.18	-26.20
1779	2	7	1.4	21.19	299.36	-74.80
1779	2	7	1	19.93	314.76	-59.40
1779	2	7	1.2	18.82	312.39	-61.77
1779	2	7	1.3	14.04	314.24	-59.92
1779	2	7	2	-12.24	318.59	-55.57
1779	2	7	2.2	-20.43	315.94	-58.22
1779	2	7	3	-11.99	314.72	-59.44
1779	2	7	3.2	-17.34	295.41	-78.75
1779	2	7	9.2	14.81	11.79	-2.37
1779	2	7	9.3	11.92	12.30	-1.86
1779	2	7	9	15.71	26.42	12.27
1779	2	7	7.2	-21.90	47.62	33.46
1779	2	7	10	-7.55	1.58	-12.58
1779	2	8	1.0.1	37.55	300.60	-60.34
1779	2	8	1.4	20.65	299.84	-61.11
1779	2	8	1.2	19.19	310.50	-50.44
1779	2	8	1	19.22	312.96	-47.99
1779	2	8	2	20.69	300.88	-60.06
1779	2	8	2.2	-20.79	315.30	-45.65
1779	2	8	3	-12.03	314.83	-46.12
1779	2	8	3.2.1	-14.11	308.03	-52.91
1779	2	8	3.2	-17.65	295.06	-65.88
1779	2	8	4	-20.50	278.26	-82.68
1779	2	8	9.2	14.13	11.11	10.17
1779	2	8	9.3	11.23	11.60	10.65
1779	2	8	9	15.33	26.40	25.46
1779	2	8	7.2	-22.05	47.82	46.87
1779	2	8	10	-7.68	0.87	-0.07
1779	2	9	1.0.1	36.83	302.94	-45.02
1779	2	9	1.2	19.12	311.26	-36.70
1779	2	9	1	18.62	313.77	-34.19
1779	2	9	2	-12.25	320.06	-27.90
1779	2	9	2.2	-20.41	316.62	-31.34
1779	2	9	3	-11.56	316.15	-31.82
1779	2	9	3.2.1	-14.07	308.91	-39.05
1779	2	9	3.2	-17.39	296.69	-51.27
1779	2	9	4	-19.83	279.27	-68.69
1779	2	9	9.2	14.39	12.96	25.00
1779	2	9	9.3	11.56	13.31	25.35
1779	2	9	9	15.34	28.24	40.28
1779	2	9	7.2	-21.67	47.09	60.78
1779	2	9	10	-7.43	2.58	14.62
1779	2	10	1.0.1	38.21	299.27	-35.34
1779	2	10	1	19.03	309.06	-25.55
1779	2	10	1.2	18.37	308.36	-26.25
1779	2	10	2	-12.20	317.88	-16.73
1779	2	10	2.2	-20.58	314.80	-19.81
1779	2	10	3	-11.26	314.56	-20.05
1779	2	10	3.2.1	-14.25	306.95	-27.66
1779	2	10	3.2	-17.50	292.70	-41.91
1779	2	10	4	-19.34	247.48	-87.13
1779	2	10	9.2	14.10	11.30	36.69
1779	2	10	9	15.72	23.74	49.13
1779	2	10	9.3	11.86	12.65	38.04
1779	2	10	7.2	-22.48	47.27	72.66
1779	2	10	10	-5.53	5.66	31.05
1779	2	11	1.0.1	38.17	297.59	-24.02
1779	2	11	1	18.75	308.12	-13.49
1779	2	11	1.2	17.39	307.29	-14.32
1779	2	11	2.2	-21.47	313.83	-7.78
1779	2	11	2	-	-	-
1779	2	11	3	-12.83	309.74	-11.87
1779	2	11	3.2.1	-14.27	306.20	-15.41
1779	2	11	3.2	-18.01	292.40	-29.21
1779	2	11	4	-20.35	274.97	-46.63
1779	2	11	9.2	13.25	9.08	47.47
1779	2	11	9.3	-	-	-
1779	2	14	1.0.1	37.34	294.27	12.29
1779	2	14	1.2	17.91	306.55	24.57
1779	2	14	2.1	-21.69	313.14	31.15
1779	2	14	3.2	-17.59	291.97	9.99
1779	2	14	3.2.1	-13.96	306.37	24.39
1779	2	14	6	-20.68	275.63	-6.36
1779	2	14	5	19.67	241.02	-40.96
1779	2	14	5.3	15.95	224.63	-57.35
1779	2	14	5.2	17.50	237.83	-44.15
1779	2	15	1.0.1	37.34	292.64	23.78
1779	2	15	1	18.96	307.00	38.14
1779	2	15	1.2	17.39	305.14	36.28
1779	2	15	2	-11.50	313.92	45.06
1779	2	15	2.2	-21.80	312.19	43.33
1779	2	15	3.2	-17.84	291.34	22.48
1779	2	15	3.2.1	-13.88	305.40	36.54
1779	2	15	4	-20.74	274.85	5.99
1779	2	15	5	19.69	240.60	-28.26
1779	2	15	5.3	15.39	223.50	-45.36
1779	2	15	5.4	12.94	193.97	-74.89
1779	2	15	5.2	17.15	237.06	-31.80
1779	2	16	1	20.23	307.41	51.69
1779	2	16	2	-10.72	313.14	57.42
1779	2	16	2.2	-25.98	318.75	63.03
1779	2	16	3.2	-17.02	291.00	35.28
1779	2	16	3.2.1	-12.89	305.23	49.51
1779	2	16	4	-19.97	273.94	18.22
1779	2	16	5.4	13.72	192.54	-63.18
1779	2	16	5.4.1	12.03	186.81	-68.91
1779	2	16	5	20.01	239.66	-16.06
1779	2	16	5.2	17.61	235.98	-19.74
1779	2	16	5.3	-	-	-
1779	2	16	6	24.34	195.06	-60.66
1779	2	17	1	20.04	307.53	65.00
1779	2	17	2.2	-	-	-
1779	2	17	3.2	-17.44	291.16	48.64
1779	2	17	3.2.1	-12.87	306.05	63.53
1779	2	17	4	-20.02	274.04	31.51
1779	2	17	5.4	13.55	192.25	-50.27
1779	2	17	5.4.1	11.58	187.27	-55.25
1779	2	17	5	20.08	239.98	-2.54
1779	2	17	5.2	17.79	236.86	-5.66
1779	2	17	6.2	-16.48	164.65	-77.87
1779	2	18	3.2	-17.46	291.19	61.81
1779	2	18	4	-20.41	274.12	44.74
1779	2	18	5.4	12.93	192.38	-36.99
1779	2	18	5.4.1	8.76	177.44	-51.93
1779	2	18	5.3	18.90	222.90	-6.47
1779	2	18	5	18.95	239.41	10.04
1779	2	18	5.2	16.69	235.71	6.34
1779	2	18	6.2	-17.14	165.01	-64.36
1779	2	19	3.2	-18.08	288.66	72.43
1779	2	19	4	-20.03	274.18	57.95
1779	2	19	5.4	14.11	192.87	-23.36
1779	2	19	5.4.1	11.32	189.63	-26.60
1779	2	19	5	20.32	239.64	23.41
1779	2	19	5.2	17.51	235.85	19.62
1779	2	19	6.2	-16.91	166.28	-49.95
1779	2	20	4	-20.37	272.59	69.53
1779	2	20	5.4	14.16	192.65	-10.41
1779	2	20	5.4.1	11.61	189.76	-13.30
1779	2	20	5	20.25	239.28	36.22
1779	2	20	5.2	18.09	235.78	32.72
1779	2	20	6.2	-17.14	164.88	-38.18
1779	2	21	5.4	13.85	192.45	2.56
1779	2	21	5.4.1	11.35	189.92	0.03
1779	2	21	5	20.10	238.32	48.43
1779	2	21	5.2	17.68	234.38	44.49
1779	2	21	6.2	-17.54	165.85	-24.05
1779	2	22	1	-18.91	107.41	-69.31
1779	2	22	5.4	13.85	193.05	16.33
1779	2	22	5.4.1	11.49	190.42	13.70
1779	2	22	5	20.36	238.74	62.02
1779	2	22	5.2	18.13	233.74	57.02
1779	2	22	6.2	-17.38	165.29	-11.43
1779	2	23	1	-19.29	106.15	-57.40
1779	2	23	1.2	-31.16	97.27	-66.28
1779	2	23	5.4.2	21.52	154.05	-9.50
1779	2	23	5.4	13.09	193.49	29.94
1779	2	23	5.4.1	10.53	190.85	27.30
1779	2	23	6.2	-17.71	166.15	2.60
1779	2	24	1	-19.02	106.49	-43.89
1779	2	24	1.2	-30.79	98.82	-51.56
1779	2	24	5.4.2	21.64	153.98	3.60
1779	2	24	5.4	13.76	193.30	42.92
1779	2	24	5.4.1	11.50	191.44	41.06
1779	2	24	6.2	-17.75	166.74	16.36
1779	2	25	1	-19.28	105.64	-31.57
1779	2	25	1.2	-30.79	97.30	-39.91
1779	2	25	5.4.2	21.39	153.42	16.21
1779	2	25	5.4	14.08	193.74	56.53
1779	2	25	5.4.1	11.29	190.61	53.40
1779	2	25	6.2	-17.40	166.07	28.86
1779	2	26	1	-18.96	105.47	-18.56
1779	2	26	1.2	-30.54	96.88	-27.16
1779	2	26	2	-21.53	85.39	-38.64
1779	2	26	5.4.2	21.33	153.26	29.22
1779	2	26	5.4.1	11.40	189.78	65.75
1779	2	26	6.2	-16.89	166.24	42.20
1779	2	27	1	-18.67	105.16	-5.66
1779	2	27	1.2	-30.07	96.45	-14.37
1779	2	27	2	-21.57	87.45	-23.37
1779	2	27	3	-18.51	30.01	-80.81
1779	2	27	5.4.2	21.52	154.14	43.32
1779	2	27	5.4.1	11.40	190.17	79.35
1779	2	27	6.2	-17.16	166.07	55.25
1779	2	28	1	-18.97	105.13	7.45
1779	2	28	2	-21.01	89.46	-8.22
1779	2	28	2.2	-25.96	80.48	-17.20
1779	2	28	3	-18.44	30.02	-67.66
1779	2	28	4	15.55	26.47	-71.20
1779	2	28	5.4.2	21.38	152.76	55.09
1779	2	28	6.2	-16.85	166.74	69.07
1779	2	28	6.2.1	-22.76	151.87	54.19
1779	3	1	1	-18.90	104.55	20.02
1779	3	1	2	-20.14	90.41	5.89
1779	3	1	2.2	-26.37	79.72	-4.80
1779	3	1	3.2	-7.84	13.51	-71.01
1779	3	1	3	-18.53	29.99	-54.53
1779	3	1	4.2	14.55	11.46	-73.06
1779	3	1	4	15.30	25.61	-58.91
1779	3	1	5.4.2	21.65	145.12	60.60
1779	3	1	5	-18.93	11.43	-73.09
1779	3	1	6.2	-17.44	166.23	81.71
1779	3	1	6.2.1	-22.96	149.57	65.05
1779	3	2	1	-18.63	105.40	34.07
1779	3	2	2	-19.24	91.35	20.02
1779	3	2	2.2.1	-26.13	80.13	8.80
1779	3	2	2.2	-24.65	83.65	12.32
1779	3	2	3.2	-8.04	13.11	-58.22
1779	3	2	3	-18.57	30.37	-40.96
1779	3	2	4.2	14.82	11.48	-59.85
1779	3	2	4	15.24	25.59	-45.74
1779	3	2	5	-18.77	9.06	-62.27
1779	3	2	5.4.2	22.64	144.78	73.46
1779	3	2	6.2.1	-23.70	148.74	77.41
1779	3	3	1	-19.67	103.96	45.86
1779	3	3	2.2.1	-26.02	79.49	21.39
1779	3	3	2.2	-25.32	82.74	24.64
1779	3	3	3.2	-8.00	13.15	-44.96
1779	3	3	3	-18.75	28.89	-29.21
1779	3	3	4.2	14.90	9.69	-48.41
1779	3	3	4	15.10	25.10	-33.01
1779	3	3	5	-18.93	10.13	-47.98
1779	3	4	2	-19.24	87.89	42.90
1779	3	4	2.2.1	-25.55	79.89	34.90
1779	3	4	2.2	-24.85	81.81	36.83
1779	3	4	3.2	-8.13	12.91	-32.08
1779	3	4	3	-18.78	28.55	-16.43
1779	3	4	4.2	14.87	9.62	-35.36
1779	3	4	4	15.26	24.64	-20.34
1779	3	4	5	-18.93	10.69	-34.29
1779	3	4	5.2	-24.47	317.90	-87.09
1779	3	5	2	-18.91	89.11	57.28
1779	3	5	2.2.1	-25.64	79.48	47.65
1779	3	5	3.2	-7.77	14.31	-17.51
1779	3	5	3	-18.63	27.65	-4.18
1779	3	5	4.2	15.21	9.72	-22.10
1779	3	5	4	15.13	25.20	-6.62
1779	3	5	5.2	-24.25	321.04	-70.78
1779	3	5	5	-18.33	9.71	-22.11
1779	3	6	2.2.1	-25.43	78.07	59.46
1779	3	6	3.2	-7.68	14.25	-4.36
1779	3	6	3	-18.66	27.80	9.18
1779	3	6	4.2	15.45	9.91	-8.70
1779	3	6	4	15.25	24.22	5.61
1779	3	6	5.2	-24.10	319.43	-59.19
1779	3	7	1	-18.32	289.82	-75.60
1779	3	7	2.2.1	-25.29	77.66	72.25
1779	3	7	3.2	-7.87	14.98	9.57
1779	3	7	3	-18.58	28.29	22.87
1779	3	7	3.0.1	-26.13	43.76	38.35
1779	3	7	4.2.1	18.46	359.65	-5.77
1779	3	7	4.2	15.05	11.05	5.64
1779	3	7	4	14.90	24.56	19.14
1779	3	7	5.2	-24.62	318.02	-47.39
1779	3	14	1	-19.70	300.70	27.51
1779	3	14	2	24.20	277.92	4.73
1779	3	14	3	-28.98	240.85	-32.34
1779	3	14	4	16.53	217.12	-56.07
1779	3	14	4.2	14.89	205.69	-67.50
1779	3	14	4.3	13.44	195.26	-77.92
1779	3	14	5	-22.05	192.44	-80.75
1779	3	14	5.2	-25.87	313.51	40.32
1779	3	15	1	-20.01	301.37	41.38
1779	3	15	2	24.60	278.11	18.12
1779	3	15	3.2	-12.58	236.23	-23.76
1779	3	15	3	-29.17	240.44	-19.55
1779	3	15	4.3	13.90	193.77	-66.22
1779	3	15	4.3.1	13.16	192.17	-67.82
1779	3	15	4.2	15.02	207.01	-52.98
1779	3	15	4	17.13	217.84	-42.15
1779	3	15	5	-22.27	194.02	-65.97
1779	3	15	5.2	-25.45	313.12	53.13
1779	3	20	3	-29.69	234.75	40.65
1779	3	20	4.3	12.95	190.06	-4.04
1779	3	20	4.2	13.62	208.14	14.04
1779	3	20	4	16.88	217.01	22.91
1779	3	20	5	-24.45	157.77	-36.33
1779	3	24	4.3	13.10	188.79	47.45
1779	3	24	4	16.96	214.28	72.94
1779	3	24	4.2	13.66	206.76	65.42
